ucc,multiplier,year,ucc_source
TOTALE,1,1998,G
FOODTO,1,1998,G
FOODHO,1,1998,G
CERBAK,1,1998,G
CEREAL,1,1998,G
010110,1,1998,D
010120,1,1998,D
010210,1,1998,D
010310,1,1998,D
010320,1,1998,D
BAKERY,1,1998,G
BREAD,1,1998,G
020110,1,1998,D
020210,1,1998,D
CRAKCO,1,1998,G
020510,1,1998,D
020610,1,1998,D
020810,1,1998,D
OTHBAK,1,1998,G
020310,1,1998,D
020410,1,1998,D
020620,1,1998,D
020710,1,1998,D
020820,1,1998,D
ANIMAL,1,1998,G
BEEF,1,1998,G
030110,1,1998,D
ROAST,1,1998,G
030210,1,1998,D
030310,1,1998,D
030410,1,1998,D
STEAK,1,1998,G
030510,1,1998,D
030610,1,1998,D
030710,1,1998,D
030810,1,1998,D
PORK,1,1998,G
040110,1,1998,D
040210,1,1998,D
HAM,1,1998,G
040310,1,1998,D
040610,1,1998,D
040510,1,1998,D
040410,1,1998,D
OTHRME,1,1998,G
050110,1,1998,D
LNCHME,1,1998,G
050210,1,1998,D
050310,1,1998,D
LAMBOT,1,1998,G
050410,1,1998,D
050900,1,1998,D
POULTR,1,1998,G
CHICKE,1,1998,G
060110,1,1998,D
060210,1,1998,D
060310,1,1998,D
FISHSE,1,1998,G
070110,1,1998,D
070230,1,1998,D
070240,1,1998,D
080110,1,1998,D
DAIRY,1,1998,G
MILKCR,1,1998,G
090110,1,1998,D
090210,1,1998,D
OTHDAI,1,1998,G
100110,1,1998,D
100210,1,1998,D
100410,1,1998,D
100510,1,1998,D
FRUITV,1,1998,G
FRSHFR,1,1998,G
110110,1,1998,D
110210,1,1998,D
110310,1,1998,D
110510,1,1998,D
110410,1,1998,D
FRESHV,1,1998,G
120110,1,1998,D
120210,1,1998,D
120310,1,1998,D
120410,1,1998,D
PROCFR,1,1998,G
FRZNFR,1,1998,G
130110,1,1998,D
130121,1,1998,D
130122,1,1998,D
130310,1,1998,D
130320,1,1998,D
130211,1,1998,D
130212,1,1998,D
PROCVE,1,1998,G
140110,1,1998,D
CANDVE,1,1998,G
140210,1,1998,D
140220,1,1998,D
140230,1,1998,D
140320,1,1998,D
140330,1,1998,D
140340,1,1998,D
140310,1,1998,D
140410,1,1998,D
140420,1,1998,D
OTHRFO,1,1998,G
SWEETS,1,1998,G
150110,1,1998,D
150211,1,1998,D
150212,1,1998,D
150310,1,1998,D
FATSOI,1,1998,G
160110,1,1998,D
160211,1,1998,D
160212,1,1998,D
160310,1,1998,D
160320,1,1998,D
MISCFO,1,1998,G
FRZNPR,1,1998,G
180210,1,1998,D
180220,1,1998,D
180110,1,1998,D
SNACKS,1,1998,G
180310,1,1998,D
180320,1,1998,D
CONDMN,1,1998,G
180410,1,1998,D
180420,1,1998,D
180510,1,1998,D
180520,1,1998,D
OTHRPR,1,1998,G
180611,1,1998,D
180612,1,1998,D
180620,1,1998,D
180710,1,1998,D
180720,1,1998,D
NALCBE,1,1998,G
170110,1,1998,D
170210,1,1998,D
COFFEE,1,1998,G
170310,1,1998,D
170410,1,1998,D
170510,1,1998,D
170520,1,1998,D
200112,1,1998,D
170530,1,1998,D
190904,1,1998,I
FOODAW,1,1998,G
RESTRA,1,1998,G
LUNCH,1,1998,G
190110,1,1998,D
190111,1,1998,D
190112,1,1998,D
190113,1,1998,D
190114,1,1998,D
DINNER,1,1998,G
190210,1,1998,D
190211,1,1998,D
190212,1,1998,D
190213,1,1998,D
190214,1,1998,D
SNKNAB,1,1998,G
190310,1,1998,D
190311,1,1998,D
190312,1,1998,D
190313,1,1998,D
190314,1,1998,D
BRKFBR,1,1998,G
190320,1,1998,D
190321,1,1998,D
190322,1,1998,D
190323,1,1998,D
190324,1,1998,D
190901,1,1998,I
190902,1,1998,I
190903,1,1998,I
790430,1,1998,I
800700,1,1998,I
ALCBEV,1,1998,G
ALCHOM,1,1998,G
200111,1,1998,D
200210,1,1998,D
200310,1,1998,D
200410,1,1998,D
ALCAWA,1,1998,G
BEERNA,1,1998,G
200510,1,1998,D
200511,1,1998,D
200512,1,1998,D
200513,1,1998,D
200516,1,1998,D
WINE,1,1998,G
200520,1,1998,D
200521,1,1998,D
200522,1,1998,D
200523,1,1998,D
200526,1,1998,D
OTHALC,1,1998,G
200530,1,1998,D
200531,1,1998,D
200532,1,1998,D
200533,1,1998,D
200536,1,1998,D
200900,1,1998,I
HOUSIN,1,1998,G
SHELTE,1,1998,G
OWNDWE,1,1998,G
OWNMOR,1,1998,G
220311,1,1998,I
220313,1,1998,I
880110,1,1998,I
220321,1,1998,I
220211,1,1998,I
OWNEXP,1,1998,G
OWNINS,1,1998,G
220111,1,1998,I
220121,1,1998,I
210901,1,1998,I
OWNREP,1,1998,G
230112,1,1998,I
230113,1,1998,I
230114,1,1998,I
230115,1,1998,I
230151,1,1998,I
230122,1,1998,I
230142,1,1998,I
OWNREP,1,1998,G
240112,1,1998,I
240122,1,1998,I
240312,1,1998,I
240322,1,1998,I
320622,1,1998,I
240213,1,1998,I
240212,1,1998,I
240222,1,1998,I
320632,1,1998,I
OWNMIS,1,1998,G
320612,1,1998,I
990930,1,1998,I
OWNMNA,1,1998,G
230901,1,1998,I
340911,1,1998,I
220901,1,1998,I
RNTDWE,1,1998,G
210110,1,1998,I
800710,1,1998,I
RNTEXP,1,1998,G
350110,1,1998,I
RNTREP,1,1998,G
230150,1,1998,I
230121,1,1998,I
230141,1,1998,I
RNTREP,1,1998,G
240111,1,1998,I
240121,1,1998,I
240211,1,1998,I
240221,1,1998,I
240311,1,1998,I
240321,1,1998,I
RNTMIS,1,1998,G
320611,1,1998,I
990910,1,1998,I
990920,1,1998,I
790690,1,1998,I
320621,1,1998,I
320631,1,1998,I
OTHLOD,1,1998,G
OWVHOM,1,1998,G
OWNVMO,1,1998,G
220312,1,1998,I
220314,1,1998,I
880310,1,1998,I
220322,1,1998,I
220212,1,1998,I
OWVEXP,1,1998,G
OWVINS,1,1998,G
220122,1,1998,I
220112,1,1998,I
210902,1,1998,I
OWVREP,1,1998,G
230152,1,1998,I
230123,1,1998,I
OWVREP,1,1998,G
240113,1,1998,I
240123,1,1998,I
240214,1,1998,I
240223,1,1998,I
240313,1,1998,I
240323,1,1998,I
OWVMIS,1,1998,G
320613,1,1998,I
990940,1,1998,I
320623,1,1998,I
320633,1,1998,I
OWVMNA,1,1998,G
230902,1,1998,I
340912,1,1998,I
220902,1,1998,I
210310,1,1998,I
210210,1,1998,I
UTILS,1,1998,G
NATRLG,1,1998,G
260211,1,1998,I
260212,1,1998,I
260213,1,1998,I
260214,1,1998,I
ELECTR,1,1998,G
260111,1,1998,I
260112,1,1998,I
260113,1,1998,I
260114,1,1998,I
OTHRFU,1,1998,G
FUELOI,1,1998,G
250111,1,1998,I
250112,1,1998,I
250113,1,1998,I
250114,1,1998,I
COAL,1,1998,G
250221,1,1998,I
250222,1,1998,I
250223,1,1998,I
250224,1,1998,I
BOTTLG,1,1998,G
250211,1,1998,I
250212,1,1998,I
250213,1,1998,I
250214,1,1998,I
WOOD,1,1998,G
250901,1,1998,I
250902,1,1998,I
250903,1,1998,I
250904,1,1998,I
PHONE,1,1998,G
270101,1,1998,I
270102,1,1998,I
WATER,1,1998,G
SEWER,1,1998,G
270211,1,1998,I
270212,1,1998,I
270213,1,1998,I
270214,1,1998,I
TRASH,1,1998,G
270411,1,1998,I
270412,1,1998,I
270413,1,1998,I
270414,1,1998,I
SEPTAN,1,1998,G
270901,1,1998,I
270902,1,1998,I
270903,1,1998,I
270904,1,1998,I
HHOPER,1,1998,G
HHPERS,1,1998,G
340211,1,1998,I
340212,1,1998,I
340906,1,1998,I
340910,1,1998,I
670310,1,1998,I
HHOTHX,1,1998,G
340310,1,1998,I
340410,1,1998,I
340420,1,1998,I
340520,1,1998,I
340530,1,1998,I
340914,1,1998,I
340903,1,1998,I
330511,1,1998,I
340510,1,1998,I
340620,1,1998,I
340630,1,1998,I
340901,1,1998,I
340907,1,1998,I
340908,1,1998,I
340913,1,1998,D
690113,1,1998,I
690114,1,1998,I
990900,1,1998,I
HKPGSU,1,1998,G
LAUNDR,1,1998,G
330110,1,1998,D
330210,1,1998,D
HKPGOT,1,1998,G
330310,1,1998,D
330510,1,1998,D
330610,1,1998,D
POSTAG,1,1998,G
330410,1,1998,D
340110,1,1998,D
340120,1,1998,D
HHFURN,1,1998,G
HHTXTI,1,1998,G
280110,1,1998,D
280120,1,1998,D
280130,1,1998,D
280210,1,1998,I
280220,1,1998,D
280230,1,1998,I
280900,1,1998,I
FURNIT,1,1998,G
290110,1,1998,I
290120,1,1998,I
290210,1,1998,I
290310,1,1998,I
290320,1,1998,I
290410,1,1998,I
290420,1,1998,I
290430,1,1998,I
290440,1,1998,I
FLOORC,1,1998,G
RNTCAR,1,1998,G
230131,1,1998,I
320161,1,1998,I
OWNCAR,1,1998,G
320162,1,1998,I
230132,1,1998,I
320110,1,1998,D
MAJAPP,1,1998,G
230117,1,1998,I
230118,1,1998,I
300111,1,1998,I
300112,1,1998,I
300211,1,1998,I
300212,1,1998,I
300221,1,1998,I
300222,1,1998,I
300311,1,1998,I
300312,1,1998,I
300321,1,1998,I
300322,1,1998,I
300331,1,1998,I
300332,1,1998,I
300411,1,1998,I
300412,1,1998,I
320511,1,1998,D
320512,1,1998,D
300900,1,1998,D
SMAPPH,1,1998,G
HOUSWA,1,1998,G
320310,1,1998,I
320320,1,1998,D
320330,1,1998,I
320340,1,1998,D
320350,1,1998,D
320360,1,1998,I
320370,1,1998,D
320380,1,1998,D
SMLLAP,1,1998,G
320521,1,1998,I
320522,1,1998,I
MISCHH,1,1998,G
320120,1,1998,I
320130,1,1998,D
320140,1,1998,D
320150,1,1998,D
320210,1,1998,D
320220,1,1998,I
320231,1,1998,D
320232,1,1998,D
320410,1,1998,I
320420,1,1998,D
320901,1,1998,I
320902,1,1998,I
320903,1,1998,I
320904,1,1998,D
340904,1,1998,I
430130,1,1998,I
690111,1,1998,I
690112,1,1998,I
690210,1,1998,I
690220,1,1998,I
690230,1,1998,I
320430,1,1998,D
690242,1,1998,I
690241,1,1998,I
690243,1,1998,I
690245,1,1998,I
690244,1,1998,I
320905,1,1998,D
APPARE,1,1998,G
MENBOY,1,1998,G
MENS,1,1998,G
360110,1,1998,I
360120,1,1998,D
360210,1,1998,D
360311,1,1998,D
360312,1,1998,D
360320,1,1998,I
360330,1,1998,D
360340,1,1998,D
360350,1,1998,D
360410,1,1998,D
360511,1,1998,D
360512,1,1998,D
360901,1,1998,D
360902,1,1998,I
BOYS,1,1998,G
370110,1,1998,I
370120,1,1998,I
370130,1,1998,D
370211,1,1998,D
370212,1,1998,D
370213,1,1998,D
370220,1,1998,D
370311,1,1998,I
370312,1,1998,I
370313,1,1998,I
370903,1,1998,I
370904,1,1998,I
370902,1,1998,I
WMNSGR,1,1998,G
WOMENS,1,1998,G
380110,1,1998,D
380210,1,1998,D
380311,1,1998,D
380312,1,1998,D
380313,1,1998,D
380320,1,1998,D
380331,1,1998,D
380332,1,1998,D
380340,1,1998,D
380410,1,1998,D
380420,1,1998,D
380430,1,1998,D
380510,1,1998,I
380901,1,1998,D
380902,1,1998,D
380903,1,1998,I
GIRLS,1,1998,G
390110,1,1998,I
390120,1,1998,D
390210,1,1998,D
390221,1,1998,I
390222,1,1998,I
390230,1,1998,D
390310,1,1998,I
390321,1,1998,D
390322,1,1998,D
390901,1,1998,I
390902,1,1998,I
INFANT,1,1998,G
410110,1,1998,I
410120,1,1998,D
410130,1,1998,D
410140,1,1998,D
410901,1,1998,D
FOOTWE,1,1998,G
400110,1,1998,D
400210,1,1998,D
400310,1,1998,D
400220,1,1998,D
OTHAPP,1,1998,G
420110,1,1998,D
420120,1,1998,D
430110,1,1998,I
430120,1,1998,I
440110,1,1998,I
440120,1,1998,I
440130,1,1998,I
440140,1,1998,I
440150,1,1998,I
440210,1,1998,I
440900,1,1998,I
TRANS,1,1998,G
VEHPUR,1,1998,G
NEWCAR,1,1998,G
450110,1,1998,I
450210,1,1998,I
USEDCA,1,1998,G
460110,1,1998,I
460901,1,1998,I
OTHVEH,1,1998,G
450220,1,1998,I
450900,1,1998,I
460902,1,1998,I
460903,1,1998,I
GASOIL,1,1998,G
470111,1,1998,I
470112,1,1998,I
470113,1,1998,I
470114,1,1998,D
470211,1,1998,I
470212,1,1998,I
VEHOTH,1,1998,G
VEHFIN,1,1998,G
510110,1,1998,I
510901,1,1998,I
510902,1,1998,I
850300,1,1998,I
CAREPA,1,1998,G
470220,1,1998,I
480110,1,1998,I
480213,1,1998,I
480214,1,1998,D
480212,1,1998,D
490000,1,1998,D
490110,1,1998,I
490211,1,1998,I
490212,1,1998,I
490221,1,1998,I
490231,1,1998,I
490232,1,1998,I
490311,1,1998,I
490312,1,1998,I
490313,1,1998,I
490314,1,1998,I
490316,1,1998,D
490318,1,1998,I
490319,1,1998,I
490411,1,1998,I
490412,1,1998,I
490413,1,1998,I
490900,1,1998,I
500110,1,1998,I
VEHRNT,1,1998,G
VEHREN,1,1998,G
RENTVE,1,1998,G
520511,1,1998,I
520512,1,1998,I
520521,1,1998,I
520522,1,1998,I
520902,1,1998,I
520903,1,1998,I
520905,1,1998,I
520906,1,1998,I
LEASVE,1,1998,G
450310,1,1998,I
450313,1,1998,I
450314,1,1998,I
450410,1,1998,I
450413,1,1998,I
450414,1,1998,I
520110,1,1998,I
520310,1,1998,I
520410,1,1998,I
PARKIN,1,1998,G
520531,1,1998,I
520532,1,1998,I
520541,1,1998,D
520542,1,1998,I
520550,1,1998,I
620113,1,1998,I
PUBTRA,1,1998,G
530110,1,1998,I
530210,1,1998,I
530311,1,1998,I
530312,1,1998,I
530411,1,1998,I
530412,1,1998,D
530510,1,1998,I
530901,1,1998,I
530902,1,1998,I
HEALTH,1,1998,G
HLTHIN,1,1998,G
COMHLT,1,1998,G
580111,1,1998,I
580113,1,1998,I
BCBS,1,1998,G
580112,1,1998,I
580114,1,1998,I
580312,1,1998,I
580904,1,1998,I
580906,1,1998,I
580311,1,1998,I
580901,1,1998,I
COMEDO,1,1998,G
580903,1,1998,I
580905,1,1998,I
MEDSER,1,1998,G
560110,1,1998,I
560210,1,1998,I
560310,1,1998,I
560400,1,1998,I
560330,1,1998,I
570110,1,1998,I
570210,1,1998,I
570240,1,1998,I
570220,1,1998,I
570902,1,1998,D
570230,1,1998,I
DRUGS,1,1998,G
550210,1,1998,D
550410,1,1998,D
540000,1,1998,I
MEDSUP,1,1998,G
550110,1,1998,I
550340,1,1998,I
550310,1,1998,D
550320,1,1998,I
550330,1,1998,I
570901,1,1998,I
570903,1,1998,I
ENTRTA,1,1998,G
FEESAD,1,1998,G
610900,1,1998,I
620111,1,1998,I
620121,1,1998,I
620122,1,1998,I
620211,1,1998,I
620212,1,1998,I
620221,1,1998,I
620222,1,1998,I
620310,1,1998,D
620903,1,1998,I
TVAUDI,1,1998,G
TELEVS,1,1998,G
270310,1,1998,D
310110,1,1998,I
310120,1,1998,I
310130,1,1998,I
310210,1,1998,I
310220,1,1998,I
310230,1,1998,I
340610,1,1998,I
340902,1,1998,I
AUDIO,1,1998,G
310311,1,1998,D
310312,1,1998,D
310313,1,1998,D
310320,1,1998,I
310331,1,1998,D
310332,1,1998,D
310334,1,1998,I
310341,1,1998,I
310342,1,1998,I
340905,1,1998,I
610130,1,1998,I
620904,1,1998,I
620912,1,1998,I
PETSPL,1,1998,G
PETS,1,1998,G
610310,1,1998,D
610320,1,1998,D
620410,1,1998,I
620420,1,1998,I
610110,1,1998,I
610120,1,1998,D
ENTERO,1,1998,G
UNMTRB,1,1998,G
600121,1,1998,I
600122,1,1998,I
PWRSPV,1,1998,G
600141,1,1998,I
600142,1,1998,I
600132,1,1998,I
RNTSPV,1,1998,G
520904,1,1998,I
520907,1,1998,I
620909,1,1998,I
620919,1,1998,I
620906,1,1998,I
620921,1,1998,I
620922,1,1998,I
600110,1,1998,I
520901,1,1998,I
RECEQU,1,1998,G
600210,1,1998,D
600310,1,1998,I
600410,1,1998,D
600420,1,1998,D
600430,1,1998,I
600901,1,1998,I
600902,1,1998,I
620908,1,1998,I
PHOTOE,1,1998,G
610210,1,1998,I
610220,1,1998,D
620330,1,1998,I
620905,1,1998,I
610230,1,1998,I
620320,1,1998,D
610901,1,1998,D
610902,1,1998,D
610903,1,1998,D
620913,1,1998,D
PERSCA,1,1998,G
PERSPR,1,1998,G
640110,1,1998,D
640120,1,1998,D
640130,1,1998,I
640210,1,1998,D
640220,1,1998,D
640310,1,1998,D
640410,1,1998,D
640420,1,1998,D
PERSSE,1,1998,G
650110,1,1998,D
650210,1,1998,D
650900,1,1998,I
READIN,1,1998,G
590111,1,1998,I
590112,1,1998,I
590211,1,1998,I
590212,1,1998,I
590900,1,1998,D
590220,1,1998,I
590230,1,1998,I
660310,1,1998,I
EDUCAT,1,1998,G
670110,1,1998,I
670210,1,1998,I
670901,1,1998,I
670902,1,1998,I
660110,1,1998,I
660210,1,1998,I
660900,1,1998,I
660000,1,1998,D
TOBACC,1,1998,G
630110,1,1998,I
630210,1,1998,I
630220,1,1998,D
630900,1,1998,D
MISC,1,1998,G
620911,1,1998,D
680110,1,1998,I
680140,1,1998,I
680210,1,1998,I
680220,1,1998,I
680901,1,1998,I
680902,1,1998,I
680903,1,1998,D
710110,4,1998,I
900001,4,1998,I
790600,1,1998,I
880210,1,1998,I
620112,1,1998,I
CASHCO,1,1998,G
800801,4,1998,I
800810,4,1998,I
800820,4,1998,I
800830,4,1998,I
800840,4,1998,I
800850,4,1998,I
800860,4,1998,I
INSPEN,1,1998,G
LIFEIN,1,1998,G
700110,1,1998,I
002120,1,1998,I
PENSIO,1,1998,G
800910,1,1998,I
800920,1,1998,I
800931,1,1998,I
800932,1,1998,I
800940,1,1998,I
TOTALE,1,1999,G
FOODTO,1,1999,G
FOODHO,1,1999,G
CERBAK,1,1999,G
CEREAL,1,1999,G
010110,1,1999,D
010120,1,1999,D
010210,1,1999,D
010310,1,1999,D
010320,1,1999,D
BAKERY,1,1999,G
BREAD,1,1999,G
020110,1,1999,D
020210,1,1999,D
CRAKCO,1,1999,G
020510,1,1999,D
020610,1,1999,D
020810,1,1999,D
OTHBAK,1,1999,G
020310,1,1999,D
020410,1,1999,D
020620,1,1999,D
020710,1,1999,D
020820,1,1999,D
ANIMAL,1,1999,G
BEEF,1,1999,G
030110,1,1999,D
ROAST,1,1999,G
030210,1,1999,D
030310,1,1999,D
030410,1,1999,D
STEAK,1,1999,G
030510,1,1999,D
030610,1,1999,D
030710,1,1999,D
030810,1,1999,D
PORK,1,1999,G
040110,1,1999,D
040210,1,1999,D
HAM,1,1999,G
040310,1,1999,D
040610,1,1999,D
040510,1,1999,D
040410,1,1999,D
OTHRME,1,1999,G
050110,1,1999,D
LNCHME,1,1999,G
050210,1,1999,D
050310,1,1999,D
LAMBOT,1,1999,G
050410,1,1999,D
050900,1,1999,D
POULTR,1,1999,G
CHICKE,1,1999,G
060110,1,1999,D
060210,1,1999,D
060310,1,1999,D
FISHSE,1,1999,G
070110,1,1999,D
070230,1,1999,D
070240,1,1999,D
080110,1,1999,D
DAIRY,1,1999,G
MILKCR,1,1999,G
090110,1,1999,D
090210,1,1999,D
OTHDAI,1,1999,G
100110,1,1999,D
100210,1,1999,D
100410,1,1999,D
100510,1,1999,D
FRUITV,1,1999,G
FRSHFR,1,1999,G
110110,1,1999,D
110210,1,1999,D
110310,1,1999,D
110510,1,1999,D
110410,1,1999,D
FRESHV,1,1999,G
120110,1,1999,D
120210,1,1999,D
120310,1,1999,D
120410,1,1999,D
PROCFR,1,1999,G
FRZNFR,1,1999,G
130110,1,1999,D
130121,1,1999,D
130122,1,1999,D
130310,1,1999,D
130320,1,1999,D
130211,1,1999,D
130212,1,1999,D
PROCVE,1,1999,G
140110,1,1999,D
CANDVE,1,1999,G
140210,1,1999,D
140220,1,1999,D
140230,1,1999,D
140320,1,1999,D
140330,1,1999,D
140340,1,1999,D
140310,1,1999,D
140410,1,1999,D
140420,1,1999,D
OTHRFO,1,1999,G
SWEETS,1,1999,G
150110,1,1999,D
150211,1,1999,D
150212,1,1999,D
150310,1,1999,D
FATSOI,1,1999,G
160110,1,1999,D
160211,1,1999,D
160212,1,1999,D
160310,1,1999,D
160320,1,1999,D
MISCFO,1,1999,G
FRZNPR,1,1999,G
180210,1,1999,D
180220,1,1999,D
180110,1,1999,D
SNACKS,1,1999,G
180310,1,1999,D
180320,1,1999,D
CONDMN,1,1999,G
180410,1,1999,D
180420,1,1999,D
180510,1,1999,D
180520,1,1999,D
OTHRPR,1,1999,G
180611,1,1999,D
180612,1,1999,D
180620,1,1999,D
180710,1,1999,D
180720,1,1999,D
NALCBE,1,1999,G
170110,1,1999,D
170210,1,1999,D
COFFEE,1,1999,G
170310,1,1999,D
170410,1,1999,D
170510,1,1999,D
170520,1,1999,D
200112,1,1999,D
170530,1,1999,D
190904,1,1999,I
FOODAW,1,1999,G
RESTRA,1,1999,G
LUNCH,1,1999,G
190111,1,1999,D
190112,1,1999,D
190113,1,1999,D
190114,1,1999,D
DINNER,1,1999,G
190211,1,1999,D
190212,1,1999,D
190213,1,1999,D
190214,1,1999,D
SNKNAB,1,1999,G
190311,1,1999,D
190312,1,1999,D
190313,1,1999,D
190314,1,1999,D
BRKFBR,1,1999,G
190321,1,1999,D
190322,1,1999,D
190323,1,1999,D
190324,1,1999,D
190901,1,1999,I
190902,1,1999,I
190903,1,1999,I
790430,1,1999,I
800700,1,1999,I
ALCBEV,1,1999,G
ALCHOM,1,1999,G
200111,1,1999,D
200210,1,1999,D
200310,1,1999,D
200410,1,1999,D
ALCAWA,1,1999,G
BEERNA,1,1999,G
200511,1,1999,D
200512,1,1999,D
200513,1,1999,D
200516,1,1999,D
WINE,1,1999,G
200521,1,1999,D
200522,1,1999,D
200523,1,1999,D
200526,1,1999,D
OTHALC,1,1999,G
200531,1,1999,D
200532,1,1999,D
200533,1,1999,D
200536,1,1999,D
200900,1,1999,I
HOUSIN,1,1999,G
SHELTE,1,1999,G
OWNDWE,1,1999,G
OWNMOR,1,1999,G
220311,1,1999,I
220313,1,1999,I
880110,1,1999,I
220321,1,1999,I
220211,1,1999,I
OWNEXP,1,1999,G
OWNINS,1,1999,G
220111,1,1999,I
220121,1,1999,I
210901,1,1999,I
OWNREP,1,1999,G
230112,1,1999,I
230113,1,1999,I
230114,1,1999,I
230115,1,1999,I
230151,1,1999,I
230122,1,1999,I
230142,1,1999,I
OWNREP,1,1999,G
240112,1,1999,I
240122,1,1999,I
240312,1,1999,I
240322,1,1999,I
320622,1,1999,I
240213,1,1999,I
240212,1,1999,I
240222,1,1999,I
320632,1,1999,I
OWNMIS,1,1999,G
320612,1,1999,I
990930,1,1999,I
OWNMNA,1,1999,G
230901,1,1999,I
340911,1,1999,I
220901,1,1999,I
RNTDWE,1,1999,G
210110,1,1999,I
800710,1,1999,I
RNTEXP,1,1999,G
350110,1,1999,I
RNTREP,1,1999,G
230150,1,1999,I
230121,1,1999,I
230141,1,1999,I
RNTREP,1,1999,G
240111,1,1999,I
240121,1,1999,I
240211,1,1999,I
240221,1,1999,I
240311,1,1999,I
240321,1,1999,I
RNTMIS,1,1999,G
320611,1,1999,I
990910,1,1999,I
990920,1,1999,I
790690,1,1999,I
320621,1,1999,I
320631,1,1999,I
OTHLOD,1,1999,G
OWVHOM,1,1999,G
OWNVMO,1,1999,G
220312,1,1999,I
220314,1,1999,I
880310,1,1999,I
220322,1,1999,I
220212,1,1999,I
OWVEXP,1,1999,G
OWVINS,1,1999,G
220122,1,1999,I
220112,1,1999,I
210902,1,1999,I
OWVREP,1,1999,G
230152,1,1999,I
230123,1,1999,I
OWVREP,1,1999,G
240113,1,1999,I
240123,1,1999,I
240214,1,1999,I
240223,1,1999,I
240313,1,1999,I
240323,1,1999,I
OWVMIS,1,1999,G
320613,1,1999,I
990940,1,1999,I
320623,1,1999,I
320633,1,1999,I
OWVMNA,1,1999,G
230902,1,1999,I
340912,1,1999,I
220902,1,1999,I
210310,1,1999,I
210210,1,1999,I
UTILS,1,1999,G
NATRLG,1,1999,G
260211,1,1999,I
260212,1,1999,I
260213,1,1999,I
260214,1,1999,I
ELECTR,1,1999,G
260111,1,1999,I
260112,1,1999,I
260113,1,1999,I
260114,1,1999,I
OTHRFU,1,1999,G
FUELOI,1,1999,G
250111,1,1999,I
250112,1,1999,I
250113,1,1999,I
250114,1,1999,I
COAL,1,1999,G
250221,1,1999,I
250222,1,1999,I
250223,1,1999,I
250224,1,1999,I
BOTTLG,1,1999,G
250211,1,1999,I
250212,1,1999,I
250213,1,1999,I
250214,1,1999,I
WOOD,1,1999,G
250901,1,1999,I
250902,1,1999,I
250903,1,1999,I
250904,1,1999,I
PHONE,1,1999,G
270101,1,1999,I
270102,1,1999,I
WATER,1,1999,G
SEWER,1,1999,G
270211,1,1999,I
270212,1,1999,I
270213,1,1999,I
270214,1,1999,I
TRASH,1,1999,G
270411,1,1999,I
270412,1,1999,I
270413,1,1999,I
270414,1,1999,I
SEPTAN,1,1999,G
270901,1,1999,I
270902,1,1999,I
270903,1,1999,I
270904,1,1999,I
HHOPER,1,1999,G
HHPERS,1,1999,G
340211,1,1999,I
340212,1,1999,I
340906,1,1999,I
340910,1,1999,I
670310,1,1999,I
HHOTHX,1,1999,G
340310,1,1999,I
340410,1,1999,I
340420,1,1999,I
340520,1,1999,I
340530,1,1999,I
340914,1,1999,I
340915,1,1999,I
340903,1,1999,I
330511,1,1999,I
340510,1,1999,I
340620,1,1999,I
340630,1,1999,I
340901,1,1999,I
340907,1,1999,I
340908,1,1999,I
340913,1,1999,D
690113,1,1999,I
690114,1,1999,I
990900,1,1999,I
HKPGSU,1,1999,G
LAUNDR,1,1999,G
330110,1,1999,D
330210,1,1999,D
HKPGOT,1,1999,G
330310,1,1999,D
330510,1,1999,D
330610,1,1999,D
POSTAG,1,1999,G
330410,1,1999,D
340110,1,1999,D
340120,1,1999,D
HHFURN,1,1999,G
HHTXTI,1,1999,G
280110,1,1999,D
280120,1,1999,D
280130,1,1999,D
280210,1,1999,I
280220,1,1999,D
280230,1,1999,I
280900,1,1999,I
FURNIT,1,1999,G
290110,1,1999,I
290120,1,1999,I
290210,1,1999,I
290310,1,1999,I
290320,1,1999,I
290410,1,1999,I
290420,1,1999,I
290430,1,1999,I
290440,1,1999,I
FLOORC,1,1999,G
RNTCAR,1,1999,G
230131,1,1999,I
320161,1,1999,I
230134,1,1999,I
320163,1,1999,I
OWNCAR,1,1999,G
320162,1,1999,I
230132,1,1999,I
230133,1,1999,I
320110,1,1999,I
320111,1,1999,I
MAJAPP,1,1999,G
230117,1,1999,I
230118,1,1999,I
300111,1,1999,I
300112,1,1999,I
300211,1,1999,I
300212,1,1999,I
300221,1,1999,I
300222,1,1999,I
300311,1,1999,I
300312,1,1999,I
300321,1,1999,I
300322,1,1999,I
300331,1,1999,I
300332,1,1999,I
300411,1,1999,I
300412,1,1999,I
320511,1,1999,D
320512,1,1999,D
300900,1,1999,D
SMAPPH,1,1999,G
HOUSWA,1,1999,G
320310,1,1999,I
320320,1,1999,D
320330,1,1999,I
320340,1,1999,D
320350,1,1999,D
320360,1,1999,I
320370,1,1999,D
320380,1,1999,D
SMLLAP,1,1999,G
320521,1,1999,I
320522,1,1999,I
MISCHH,1,1999,G
320120,1,1999,I
320130,1,1999,D
320140,1,1999,D
320150,1,1999,D
320210,1,1999,D
320220,1,1999,I
320231,1,1999,D
320232,1,1999,D
320410,1,1999,I
320420,1,1999,D
320901,1,1999,I
320902,1,1999,I
320903,1,1999,I
320904,1,1999,D
340904,1,1999,I
430130,1,1999,I
690111,1,1999,I
690112,1,1999,I
690210,1,1999,I
690220,1,1999,I
690230,1,1999,I
320430,1,1999,D
