ucc,multiplier,year,ucc_source
CONDMN,1,2019,G
180410,1,2019,D
180420,1,2019,D
180510,1,2019,D
180520,1,2019,D
OTHRPR,1,2019,G
180611,1,2019,D
180612,1,2019,D
180620,1,2019,D
180710,1,2019,D
180720,1,2019,D
NALCBE,1,2019,G
170110,1,2019,D
170210,1,2019,D
170520,1,2019,D
COFFEE,1,2019,G
170310,1,2019,D
170410,1,2019,D
170510,1,2019,D
170531,1,2019,D
170532,1,2019,D
170533,1,2019,D
200112,1,2019,D
190904,1,2019,I
FOODAW,1,2019,G
RESTCO,1,2019,G
LUNCH,1,2019,G
190111,1,2019,D
190112,1,2019,D
190113,1,2019,D
190114,1,2019,D
DINNER,1,2019,G
190211,1,2019,D
190212,1,2019,D
190213,1,2019,D
190214,1,2019,D
SNKNAB,1,2019,G
190311,1,2019,D
190312,1,2019,D
190313,1,2019,D
190314,1,2019,D
BRKFBR,1,2019,G
190321,1,2019,D
190322,1,2019,D
190323,1,2019,D
190324,1,2019,D
190901,1,2019,I
190902,1,2019,I
190903,1,2019,I
790430,1,2019,I
800700,1,2019,I
ALCBEV,1,2019,G
ALCHOM,1,2019,G
200111,1,2019,D
200210,1,2019,D
200310,1,2019,D
200410,1,2019,D
ALCAWA,1,2019,G
BEERNA,1,2019,G
200511,1,2019,D
200512,1,2019,D
200513,1,2019,D
200514,1,2019,D
200515,1,2019,D
200516,1,2019,D
WINE,1,2019,G
200521,1,2019,D
200522,1,2019,D
200523,1,2019,D
200524,1,2019,D
200525,1,2019,D
200526,1,2019,D
OTHALC,1,2019,G
200531,1,2019,D
200532,1,2019,D
200533,1,2019,D
200534,1,2019,D
200535,1,2019,D
200536,1,2019,D
200900,1,2019,I
HOUSIN,1,2019,G
SHELTE,1,2019,G
OWNDWE,1,2019,G
OWNMOR,1,2019,G
220311,1,2019,I
220313,1,2019,I
880110,1,2019,I
220211,1,2019,I
OWNEXP,1,2019,G
220121,1,2019,I
210901,1,2019,I
OWNREP,1,2019,G
230112,1,2019,I
230113,1,2019,I
230114,1,2019,I
230115,1,2019,I
230151,1,2019,I
230142,1,2019,I
320625,1,2019,I
OWNREP,1,2019,G
240112,1,2019,I
240122,1,2019,I
240312,1,2019,I
240322,1,2019,I
240213,1,2019,I
240212,1,2019,I
240222,1,2019,I
320632,1,2019,I
OWNMIS,1,2019,G
320612,1,2019,I
990930,1,2019,I
OWNMNA,1,2019,G
230901,1,2019,I
340911,1,2019,I
220901,1,2019,I
RNTDWE,1,2019,G
210110,1,2019,I
800710,1,2019,I
RNTEXP,1,2019,G
350110,1,2019,I
RNTREP,1,2019,G
230150,1,2019,I
230141,1,2019,I
320624,1,2019,I
RNTREP,1,2019,G
240111,1,2019,I
240121,1,2019,I
240211,1,2019,I
240221,1,2019,I
240311,1,2019,I
240321,1,2019,I
RNTMIS,1,2019,G
320611,1,2019,I
990920,1,2019,I
790690,1,2019,I
320631,1,2019,I
OTHLOD,1,2019,G
OWVHOM,1,2019,G
OWNVMO,1,2019,G
220312,1,2019,I
220314,1,2019,I
880310,1,2019,I
220212,1,2019,I
OWVEXP,1,2019,G
220122,1,2019,I
210902,1,2019,I
OWVREP,1,2019,G
230152,1,2019,I
320626,1,2019,I
OWVREP,1,2019,G
240113,1,2019,I
240123,1,2019,I
240214,1,2019,I
240223,1,2019,I
240313,1,2019,I
240323,1,2019,I
OWVMIS,1,2019,G
320613,1,2019,I
990940,1,2019,I
320633,1,2019,I
OWVMNA,1,2019,G
230902,1,2019,I
340912,1,2019,I
220902,1,2019,I
210310,1,2019,I
210210,1,2019,I
UTILS,1,2019,G
NATRLG,1,2019,G
260211,1,2019,I
260212,1,2019,I
260213,1,2019,I
260214,1,2019,I
ELECTR,1,2019,G
260111,1,2019,I
260112,1,2019,I
260113,1,2019,I
260114,1,2019,I
OTHRFU,1,2019,G
FUELOI,1,2019,G
250111,1,2019,I
250112,1,2019,I
250113,1,2019,I
250114,1,2019,I
CLWDOT,1,2019,G
250911,1,2019,I
250912,1,2019,I
250913,1,2019,I
250914,1,2019,I
BOTTLG,1,2019,G
250211,1,2019,I
250212,1,2019,I
250213,1,2019,I
250214,1,2019,I
PHONE,1,2019,G
RESPHO,1,2019,G
270104,1,2019,I
270106,1,2019,I
270102,1,2019,I
WATER,1,2019,G
SEWER,1,2019,G
270211,1,2019,I
270212,1,2019,I
270213,1,2019,I
270214,1,2019,I
TRASH,1,2019,G
270411,1,2019,I
270412,1,2019,I
270413,1,2019,I
270414,1,2019,I
SEPTAN,1,2019,G
270901,1,2019,I
270902,1,2019,I
270903,1,2019,I
270904,1,2019,I
HHOPER,1,2019,G
HHPERS,1,2019,G
340210,1,2019,I
340906,1,2019,I
340910,1,2019,I
670310,1,2019,I
HHOTHX,1,2019,G
340310,1,2019,I
340410,1,2019,I
340420,1,2019,I
340520,1,2019,D
340530,1,2019,D
340914,1,2019,I
340915,1,2019,I
340903,1,2019,I
330511,1,2019,I
340510,1,2019,I
340620,1,2019,I
340630,1,2019,I
340901,1,2019,I
340907,1,2019,I
340908,1,2019,I
340913,1,2019,D
690113,1,2019,I
690114,1,2019,I
690310,1,2019,I
990900,1,2019,I
HKPGSU,1,2019,G
LAUNDR,1,2019,G
330110,1,2019,D
330210,1,2019,D
HKPGOT,1,2019,G
330310,1,2019,D
330510,1,2019,D
330610,1,2019,D
POSTAG,1,2019,G
330410,1,2019,D
340110,1,2019,D
340120,1,2019,D
HHFURN,1,2019,G
HHTXTI,1,2019,G
280110,1,2019,D
280120,1,2019,D
280210,1,2019,I
280220,1,2019,I
280140,1,2019,D
FURNIT,1,2019,G
290110,1,2019,I
290120,1,2019,I
290210,1,2019,I
290310,1,2019,I
290320,1,2019,I
290410,1,2019,I
290420,1,2019,I
290430,1,2019,I
290440,1,2019,I
FLOORC,1,2019,G
320111,1,2019,I
MAJAPP,1,2019,G
230117,1,2019,I
230118,1,2019,I
300111,1,2019,I
300112,1,2019,I
300216,1,2019,I
300217,1,2019,I
300311,1,2019,I
300312,1,2019,I
300321,1,2019,I
300322,1,2019,I
300331,1,2019,I
300332,1,2019,I
300411,1,2019,I
300412,1,2019,I
320511,1,2019,I
320512,1,2019,I
300900,1,2019,D
SMAPPH,1,2019,G
HOUSWA,1,2019,G
320330,1,2019,D
320345,1,2019,D
320370,1,2019,D
320380,1,2019,D
SMLLAP,1,2019,G
320521,1,2019,I
320522,1,2019,I
MISCHH,1,2019,G
320120,1,2019,I
320130,1,2019,D
320140,1,2019,D
320150,1,2019,D
320221,1,2019,D
320233,1,2019,D
320232,1,2019,D
320410,1,2019,D
320420,1,2019,D
320901,1,2019,I
320902,1,2019,D
320903,1,2019,I
320904,1,2019,D
340904,1,2019,I
430130,1,2019,D
690111,1,2019,I
690117,1,2019,I
690119,1,2019,D
690120,1,2019,D
690116,1,2019,I
690230,1,2019,I
320430,1,2019,D
690245,1,2019,I
690244,1,2019,I
320905,1,2019,D
APPARE,1,2019,G
MENBOY,1,2019,G
MENS,1,2019,G
360110,1,2019,I
360120,1,2019,I
360210,1,2019,D
360311,1,2019,D
360312,1,2019,D
360320,1,2019,I
360330,1,2019,D
360420,1,2019,D
360360,1,2019,D
360513,1,2019,D
360901,1,2019,I
360902,1,2019,I
BOYS,1,2019,G
370110,1,2019,I
370125,1,2019,I
370211,1,2019,D
370212,1,2019,I
370213,1,2019,D
370220,1,2019,D
370311,1,2019,I
370314,1,2019,I
370902,1,2019,I
370360,1,2019,D
370903,1,2019,D
WMNSGR,1,2019,G
WOMENS,1,2019,G
380110,1,2019,D
380210,1,2019,D
380311,1,2019,I
380315,1,2019,D
380320,1,2019,D
380333,1,2019,D
380360,1,2019,D
380410,1,2019,D
380420,1,2019,D
380430,1,2019,D
380510,1,2019,I
380901,1,2019,D
380902,1,2019,I
380903,1,2019,I
GIRLS,1,2019,G
390110,1,2019,I
390120,1,2019,D
390210,1,2019,D
390223,1,2019,I
390310,1,2019,D
390321,1,2019,D
390322,1,2019,D
390901,1,2019,I
390902,1,2019,I
390360,1,2019,D
INFANT,1,2019,G
410110,1,2019,I
410120,1,2019,D
410130,1,2019,D
410140,1,2019,I
410901,1,2019,D
FOOTWE,1,2019,G
400110,1,2019,D
400210,1,2019,D
400310,1,2019,D
400220,1,2019,D
OTHAPP,1,2019,G
420115,1,2019,D
430120,1,2019,I
440110,1,2019,I
440120,1,2019,I
440130,1,2019,I
440140,1,2019,I
440150,1,2019,I
440210,1,2019,I
440900,1,2019,I
430110,1,2019,I
TRANS,1,2019,G
VEHPUR,1,2019,G
NEWCAR,1,2019,G
450110,1,2019,I
450210,1,2019,I
USEDCA,1,2019,G
460110,1,2019,I
460901,1,2019,I
OTHVEH,1,2019,G
450220,1,2019,I
450900,1,2019,I
460902,1,2019,I
460903,1,2019,I
GASOIL,1,2019,G
470111,1,2019,I
470112,1,2019,I
470113,1,2019,I
470114,1,2019,I
470211,1,2019,I
470212,1,2019,I
470311,1,2019,I
VEHOTH,1,2019,G
VEHFIN,1,2019,G
510110,1,2019,I
510901,1,2019,I
510902,1,2019,I
850300,1,2019,I
CAREPA,1,2019,G
470220,1,2019,I
480110,1,2019,I
480213,1,2019,I
480212,1,2019,D
490000,1,2019,D
490110,1,2019,I
490300,1,2019,I
490311,1,2019,I
490312,1,2019,I
490313,1,2019,I
490314,1,2019,I
490316,1,2019,D
490318,1,2019,I
490900,1,2019,I
VEHRNT,1,2019,G
VEHREN,1,2019,G
RENTVE,1,2019,G
520516,1,2019,I
520517,1,2019,I
520902,1,2019,I
520905,1,2019,I
LEASVE,1,2019,G
450350,1,2019,I
450353,1,2019,I
450354,1,2019,I
450351,1,2019,I
450352,1,2019,I
520110,1,2019,I
520310,1,2019,I
520410,1,2019,I
PARKIN,1,2019,G
520531,1,2019,I
520532,1,2019,I
520541,1,2019,I
520542,1,2019,I
520550,1,2019,I
620114,1,2019,I
500110,1,2019,I
PUBTRA,1,2019,G
530110,1,2019,I
530210,1,2019,I
530311,1,2019,I
530312,1,2019,I
530411,1,2019,I
530412,1,2019,D
530510,1,2019,I
530901,1,2019,I
530902,1,2019,I
HEALTH,1,2019,G
HLTHIN,1,2019,G
COMHLT,1,2019,G
580115,1,2019,I
BCBS,1,2019,G
580116,1,2019,I
580312,1,2019,I
580904,1,2019,I
580412,1,2019,I
580432,1,2019,I
580442,1,2019,I
580422,1,2019,I
580311,1,2019,I
580901,1,2019,I
580907,1,2019,I
580908,1,2019,I
580909,1,2019,I
580910,1,2019,I
COMEDO,1,2019,G
580903,1,2019,I
580411,1,2019,I
580431,1,2019,I
580441,1,2019,I
580421,1,2019,I
580401,1,2019,I
580402,1,2019,I
MEDSER,1,2019,G
560110,1,2019,I
560210,1,2019,I
560310,1,2019,I
560410,1,2019,I
560420,1,2019,I
560330,1,2019,I
570111,1,2019,I
570240,1,2019,I
570220,1,2019,I
570902,1,2019,D
570230,1,2019,I
DRUGS,1,2019,G
550210,1,2019,D
550410,1,2019,D
540000,1,2019,I
MEDSUP,1,2019,G
550110,1,2019,I
550340,1,2019,I
550310,1,2019,D
640430,1,2019,I
550320,1,2019,I
550330,1,2019,I
570901,1,2019,I
570903,1,2019,I
ENTRTA,1,2019,G
FEESAD,1,2019,G
610900,1,2019,I
620111,1,2019,I
620121,1,2019,D
620122,1,2019,I
620213,1,2019,I
620215,1,2019,I
620216,1,2019,I
620212,1,2019,I
620221,1,2019,I
620222,1,2019,I
620310,1,2019,I
620903,1,2019,I
TVAUDI,1,2019,G
310316,1,2019,I
310312,1,2019,D
310140,1,2019,I
270310,1,2019,I
310331,1,2019,D
310335,1,2019,D
270311,1,2019,I
310332,1,2019,D
620930,1,2019,D
310210,1,2019,I
310315,1,2019,D
310220,1,2019,D
310231,1,2019,I
310232,1,2019,D
310243,1,2019,I
310400,1,2019,I
340610,1,2019,I
340902,1,2019,I
310314,1,2019,I
310334,1,2019,I
310340,1,2019,I
310350,1,2019,I
340905,1,2019,I
610130,1,2019,I
620904,1,2019,I
620917,1,2019,I
620918,1,2019,I
690320,1,2019,I
690330,1,2019,I
690340,1,2019,I
690350,1,2019,I
PETSPL,1,2019,G
PETS,1,2019,G
610310,1,2019,D
610320,1,2019,I
620410,1,2019,I
620420,1,2019,D
TOYS,1,2019,G
610110,1,2019,D
610140,1,2019,I
610120,1,2019,I
ENTERO,1,2019,G
UNMTRB,1,2019,G
600121,1,2019,I
600122,1,2019,I
PWRSPV,1,2019,G
600141,1,2019,I
600142,1,2019,I
600132,1,2019,I
RNTSPV,1,2019,G
520904,1,2019,I
520907,1,2019,I
620909,1,2019,I
620919,1,2019,I
620906,1,2019,I
620921,1,2019,I
620922,1,2019,I
600110,1,2019,I
520901,1,2019,I
RECEQU,1,2019,G
600210,1,2019,D
600310,1,2019,I
600315,1,2019,D
600311,1,2019,I
600410,1,2019,D
600420,1,2019,D
600430,1,2019,I
600901,1,2019,I
600902,1,2019,I
600903,1,2019,D
620908,1,2019,I
PHOTOE,1,2019,G
610210,1,2019,I
610220,1,2019,D
620330,1,2019,I
620905,1,2019,I
610230,1,2019,I
620320,1,2019,I
610901,1,2019,D
610902,1,2019,D
610903,1,2019,D
620913,1,2019,D
680310,1,2019,I
680320,1,2019,I
PERSCA,1,2019,G
PERSPR,1,2019,G
640110,1,2019,D
640120,1,2019,D
640130,1,2019,I
640210,1,2019,D
640220,1,2019,D
640310,1,2019,D
640410,1,2019,D
640420,1,2019,I
PERSSE,1,2019,G
650310,1,2019,I
650900,1,2019,D
READIN,1,2019,G
590110,1,2019,D
590210,1,2019,D
590900,1,2019,D
590220,1,2019,D
590230,1,2019,I
660310,1,2019,D
690118,1,2019,I
EDUCAT,1,2019,G
670110,1,2019,I
670210,1,2019,I
670410,1,2019,I
005520,4,2019,I
670903,1,2019,I
670901,1,2019,I
670902,1,2019,I
660110,1,2019,I
660210,1,2019,I
660410,1,2019,I
660901,1,2019,I
660902,1,2019,I
660000,1,2019,D
TOBACC,1,2019,G
630110,1,2019,I
630210,1,2019,I
630220,1,2019,D
630900,1,2019,D
MISC,1,2019,G
620925,1,2019,D
620926,1,2019,D
680110,1,2019,I
680140,1,2019,I
680210,1,2019,I
680220,1,2019,I
680901,1,2019,I
680902,1,2019,I
680903,1,2019,D
680904,1,2019,I
005420,4,2019,I
005620,4,2019,I
900002,1,2019,I
790600,1,2019,I
880210,1,2019,I
620112,1,2019,I
620115,1,2019,I
680905,1,2019,I
CASHCO,1,2019,G
800804,1,2019,I
800111,1,2019,I
800121,1,2019,I
800811,1,2019,I
800821,1,2019,I
800831,1,2019,I
800841,1,2019,I
800851,1,2019,I
800861,1,2019,I
INSPEN,1,2019,G
LIFEIN,1,2019,G
700110,1,2019,I
002120,1,2019,I
PENSIO,1,2019,G
800910,1,2019,I
800920,1,2019,I
800931,1,2019,I
800932,1,2019,I
800940,1,2019,I
TOTALE,1,2020,G
FOODTO,1,2020,G
FOODHO,1,2020,G
CERBAK,1,2020,G
CEREAL,1,2020,G
010110,1,2020,D
010120,1,2020,D
010210,1,2020,D
010310,1,2020,D
010320,1,2020,D
BAKERY,1,2020,G
BREAD,1,2020,G
020110,1,2020,D
020210,1,2020,D
CRAKCO,1,2020,G
020510,1,2020,D
020610,1,2020,D
020810,1,2020,D
OTHBAK,1,2020,G
020310,1,2020,D
020410,1,2020,D
020620,1,2020,D
020710,1,2020,D
020820,1,2020,D
ANIMAL,1,2020,G
BEEF,1,2020,G
030110,1,2020,D
ROAST,1,2020,G
030210,1,2020,D
030310,1,2020,D
030410,1,2020,D
STEAK,1,2020,G
030510,1,2020,D
030610,1,2020,D
030710,1,2020,D
030810,1,2020,D
PORK,1,2020,G
040110,1,2020,D
040210,1,2020,D
HAM,1,2020,G
040310,1,2020,D
040610,1,2020,D
040510,1,2020,D
040410,1,2020,D
OTHRME,1,2020,G
050110,1,2020,D
LNCHME,1,2020,G
050210,1,2020,D
050310,1,2020,D
LAMBOT,1,2020,G
050410,1,2020,D
050900,1,2020,D
POULTR,1,2020,G
CHICKE,1,2020,G
060110,1,2020,D
060210,1,2020,D
060310,1,2020,D
FISHSE,1,2020,G
070110,1,2020,D
070230,1,2020,D
070240,1,2020,D
080110,1,2020,D
DAIRY,1,2020,G
MILKCR,1,2020,G
090110,1,2020,D
090210,1,2020,D
OTHDAI,1,2020,G
100110,1,2020,D
100210,1,2020,D
100410,1,2020,D
100510,1,2020,D
FRUITV,1,2020,G
FRSHFR,1,2020,G
110110,1,2020,D
110210,1,2020,D
110310,1,2020,D
110510,1,2020,D
110410,1,2020,D
FRESHV,1,2020,G
120110,1,2020,D
120210,1,2020,D
120310,1,2020,D
120410,1,2020,D
PROCFR,1,2020,G
FRZNFR,1,2020,G
130110,1,2020,D
130121,1,2020,D
130122,1,2020,D
130310,1,2020,D
130320,1,2020,D
130211,1,2020,D
130212,1,2020,D
PROCVE,1,2020,G
140110,1,2020,D
CANDVE,1,2020,G
140210,1,2020,D
140220,1,2020,D
140230,1,2020,D
140320,1,2020,D
140330,1,2020,D
140340,1,2020,D
140310,1,2020,D
140410,1,2020,D
140420,1,2020,D
OTHRFO,1,2020,G
SWEETS,1,2020,G
150110,1,2020,D
150211,1,2020,D
150212,1,2020,D
150310,1,2020,D
FATSOI,1,2020,G
160110,1,2020,D
160211,1,2020,D
160212,1,2020,D
160310,1,2020,D
160320,1,2020,D
MISCFO,1,2020,G
FRZNPR,1,2020,G
180210,1,2020,D
180220,1,2020,D
180110,1,2020,D
SNACKS,1,2020,G
180310,1,2020,D
180320,1,2020,D
CONDMN,1,2020,G
180410,1,2020,D
180420,1,2020,D
180510,1,2020,D
180520,1,2020,D
OTHRPR,1,2020,G
180611,1,2020,D
180612,1,2020,D
180620,1,2020,D
180710,1,2020,D
180720,1,2020,D
NALCBE,1,2020,G
170110,1,2020,D
170210,1,2020,D
170520,1,2020,D
COFFEE,1,2020,G
170310,1,2020,D
170410,1,2020,D
170510,1,2020,D
170531,1,2020,D
170532,1,2020,D
170533,1,2020,D
200112,1,2020,D
190904,1,2020,I
FOODAW,1,2020,G
RESTCO,1,2020,G
LUNCH,1,2020,G
190111,1,2020,D
190112,1,2020,D
190113,1,2020,D
190114,1,2020,D
DINNER,1,2020,G
190211,1,2020,D
190212,1,2020,D
190213,1,2020,D
190214,1,2020,D
SNKNAB,1,2020,G
190311,1,2020,D
190312,1,2020,D
190313,1,2020,D
190314,1,2020,D
BRKFBR,1,2020,G
190321,1,2020,D
190322,1,2020,D
190323,1,2020,D
190324,1,2020,D
190901,1,2020,I
190902,1,2020,I
190903,1,2020,I
790430,1,2020,I
800700,1,2020,I
ALCBEV,1,2020,G
ALCHOM,1,2020,G
200111,1,2020,D
200210,1,2020,D
200310,1,2020,D
200410,1,2020,D
ALCAWA,1,2020,G
BEERNA,1,2020,G
200511,1,2020,D
200512,1,2020,D
200513,1,2020,D
200514,1,2020,D
200515,1,2020,D
200516,1,2020,D
WINE,1,2020,G
200521,1,2020,D
200522,1,2020,D
200523,1,2020,D
200524,1,2020,D
200525,1,2020,D
200526,1,2020,D
OTHALC,1,2020,G
200531,1,2020,D
200532,1,2020,D
200533,1,2020,D
200534,1,2020,D
200535,1,2020,D
200536,1,2020,D
200900,1,2020,I
HOUSIN,1,2020,G
SHELTE,1,2020,G
OWNDWE,1,2020,G
OWNMOR,1,2020,G
220311,1,2020,I
220313,1,2020,I
880110,1,2020,I
220211,1,2020,I
OWNEXP,1,2020,G
220121,1,2020,I
210901,1,2020,I
OWNREP,1,2020,G
230112,1,2020,I
230113,1,2020,I
230114,1,2020,I
230115,1,2020,I
230151,1,2020,I
230142,1,2020,I
320625,1,2020,I
OWNREP,1,2020,G
240112,1,2020,I
240122,1,2020,I
240312,1,2020,I
240322,1,2020,I
240213,1,2020,I
240212,1,2020,I
240222,1,2020,I
320632,1,2020,I
OWNMIS,1,2020,G
320612,1,2020,I
990930,1,2020,I
OWNMNA,1,2020,G
230901,1,2020,I
340911,1,2020,I
220901,1,2020,I
RNTDWE,1,2020,G
210110,1,2020,I
800710,1,2020,I
RNTEXP,1,2020,G
350110,1,2020,I
RNTREP,1,2020,G
230150,1,2020,I
230141,1,2020,I
320624,1,2020,I
RNTREP,1,2020,G
240111,1,2020,I
240121,1,2020,I
240211,1,2020,I
240221,1,2020,I
240311,1,2020,I
240321,1,2020,I
RNTMIS,1,2020,G
320611,1,2020,I
990920,1,2020,I
790690,1,2020,I
320631,1,2020,I
OTHLOD,1,2020,G
OWVHOM,1,2020,G
OWNVMO,1,2020,G
220312,1,2020,I
220314,1,2020,I
880310,1,2020,I
220212,1,2020,I
OWVEXP,1,2020,G
220122,1,2020,I
210902,1,2020,I
OWVREP,1,2020,G
230152,1,2020,I
320626,1,2020,I
OWVREP,1,2020,G
240113,1,2020,I
240123,1,2020,I
240214,1,2020,I
240223,1,2020,I
240313,1,2020,I
240323,1,2020,I
OWVMIS,1,2020,G
320613,1,2020,I
990940,1,2020,I
320633,1,2020,I
OWVMNA,1,2020,G
230902,1,2020,I
340912,1,2020,I
220902,1,2020,I
210310,1,2020,I
210210,1,2020,I
UTILS,1,2020,G
NATRLG,1,2020,G
260211,1,2020,I
260212,1,2020,I
260213,1,2020,I
260214,1,2020,I
ELECTR,1,2020,G
260111,1,2020,I
260112,1,2020,I
260113,1,2020,I
260114,1,2020,I
OTHRFU,1,2020,G
FUELOI,1,2020,G
250111,1,2020,I
250112,1,2020,I
250113,1,2020,I
250114,1,2020,I
CLWDOT,1,2020,G
250911,1,2020,I
250912,1,2020,I
250913,1,2020,I
250914,1,2020,I
BOTTLG,1,2020,G
250211,1,2020,I
250212,1,2020,I
250213,1,2020,I
250214,1,2020,I
PHONE,1,2020,G
RESPHO,1,2020,G
270104,1,2020,I
270106,1,2020,I
270102,1,2020,I
WATER,1,2020,G
SEWER,1,2020,G
270211,1,2020,I
270212,1,2020,I
270213,1,2020,I
270214,1,2020,I
TRASH,1,2020,G
270411,1,2020,I
270412,1,2020,I
270413,1,2020,I
270414,1,2020,I
SEPTAN,1,2020,G
270901,1,2020,I
270902,1,2020,I
270903,1,2020,I
270904,1,2020,I
HHOPER,1,2020,G
HHPERS,1,2020,G
340210,1,2020,I
340906,1,2020,I
340910,1,2020,I
670310,1,2020,I
HHOTHX,1,2020,G
340310,1,2020,I
340410,1,2020,I
340420,1,2020,I
340520,1,2020,D
340530,1,2020,D
340914,1,2020,I
340915,1,2020,I
340903,1,2020,I
330511,1,2020,I
340510,1,2020,I
340620,1,2020,I
340630,1,2020,I
340901,1,2020,I
340907,1,2020,I
340908,1,2020,I
340913,1,2020,D
690113,1,2020,I
690114,1,2020,I
690310,1,2020,I
990900,1,2020,I
HKPGSU,1,2020,G
LAUNDR,1,2020,G
330110,1,2020,D
330210,1,2020,D
HKPGOT,1,2020,G
330310,1,2020,D
330510,1,2020,D
330610,1,2020,D
POSTAG,1,2020,G
330410,1,2020,D
340110,1,2020,D
340120,1,2020,D
HHFURN,1,2020,G
HHTXTI,1,2020,G
280110,1,2020,D
280120,1,2020,D
280210,1,2020,I
280220,1,2020,I
280140,1,2020,D
FURNIT,1,2020,G
290110,1,2020,I
290120,1,2020,I
290210,1,2020,I
290310,1,2020,I
290320,1,2020,I
290410,1,2020,I
290420,1,2020,I
290430,1,2020,I
290440,1,2020,I
FLOORC,1,2020,G
320111,1,2020,I
MAJAPP,1,2020,G
230117,1,2020,I
230118,1,2020,I
300111,1,2020,I
300112,1,2020,I
300216,1,2020,I
300217,1,2020,I
300311,1,2020,I
300312,1,2020,I
300321,1,2020,I
300322,1,2020,I
300331,1,2020,I
300332,1,2020,I
300411,1,2020,I
300412,1,2020,I
320511,1,2020,I
320512,1,2020,I
300900,1,2020,D
SMAPPH,1,2020,G
HOUSWA,1,2020,G
320330,1,2020,D
320345,1,2020,D
320370,1,2020,D
320380,1,2020,D
SMLLAP,1,2020,G
320521,1,2020,I
320522,1,2020,I
MISCHH,1,2020,G
320120,1,2020,I
320130,1,2020,D
320140,1,2020,D
320150,1,2020,D
320221,1,2020,D
320233,1,2020,D
320232,1,2020,D
320410,1,2020,D
320420,1,2020,D
320901,1,2020,I
320902,1,2020,D
320903,1,2020,I
320904,1,2020,D
340904,1,2020,I
430130,1,2020,D
690111,1,2020,I
690117,1,2020,I
690119,1,2020,D
690120,1,2020,D
690116,1,2020,I
690230,1,2020,I
320430,1,2020,D
690245,1,2020,I
690244,1,2020,I
320905,1,2020,D
APPARE,1,2020,G
MENBOY,1,2020,G
MENS,1,2020,G
360110,1,2020,I
360120,1,2020,I
360210,1,2020,D
360311,1,2020,D
360312,1,2020,D
360320,1,2020,I
360330,1,2020,D
360420,1,2020,D
360360,1,2020,D
360513,1,2020,D
360901,1,2020,I
360902,1,2020,I
BOYS,1,2020,G
370110,1,2020,I
370125,1,2020,I
370211,1,2020,D
370212,1,2020,I
370213,1,2020,D
370220,1,2020,D
370311,1,2020,I
370314,1,2020,I
370902,1,2020,I
370360,1,2020,D
370903,1,2020,D
WMNSGR,1,2020,G
WOMENS,1,2020,G
380110,1,2020,D
380210,1,2020,D
380311,1,2020,I
380315,1,2020,D
380320,1,2020,D
380333,1,2020,D
380360,1,2020,D
380410,1,2020,D
380420,1,2020,D
380430,1,2020,D
380510,1,2020,I
380901,1,2020,D
380902,1,2020,I
380903,1,2020,I
GIRLS,1,2020,G
390110,1,2020,I
390120,1,2020,D
390210,1,2020,D
390223,1,2020,I
390310,1,2020,D
390321,1,2020,D
390322,1,2020,D
390901,1,2020,I
390902,1,2020,I
390360,1,2020,D
INFANT,1,2020,G
410110,1,2020,I
410120,1,2020,D
410130,1,2020,D
410140,1,2020,I
410901,1,2020,D
FOOTWE,1,2020,G
400110,1,2020,D
400210,1,2020,D
400310,1,2020,D
400220,1,2020,D
OTHAPP,1,2020,G
420115,1,2020,D
430120,1,2020,I
440110,1,2020,I
440120,1,2020,I
440130,1,2020,I
440140,1,2020,I
440150,1,2020,I
440210,1,2020,I
440900,1,2020,I
430110,1,2020,I
TRANS,1,2020,G
VEHPUR,1,2020,G
NEWCAR,1,2020,G
450110,1,2020,I
450210,1,2020,I
USEDCA,1,2020,G
460110,1,2020,I
460901,1,2020,I
OTHVEH,1,2020,G
450220,1,2020,I
450900,1,2020,I
460902,1,2020,I
460903,1,2020,I
GASOIL,1,2020,G
470111,1,2020,I
470112,1,2020,I
470113,1,2020,I
470114,1,2020,I
470211,1,2020,I
470212,1,2020,I
470311,1,2020,I
VEHOTH,1,2020,G
VEHFIN,1,2020,G
510110,1,2020,I
510901,1,2020,I
510902,1,2020,I
850300,1,2020,I
CAREPA,1,2020,G
470220,1,2020,I
480110,1,2020,I
480213,1,2020,I
480212,1,2020,D
490000,1,2020,D
490110,1,2020,I
490300,1,2020,I
490311,1,2020,I
490312,1,2020,I
490313,1,2020,I
490314,1,2020,I
490316,1,2020,D
490318,1,2020,I
490900,1,2020,I
VEHRNT,1,2020,G
VEHREN,1,2020,G
RENTVE,1,2020,G
520516,1,2020,I
520517,1,2020,I
520902,1,2020,I
520905,1,2020,I
LEASVE,1,2020,G
450350,1,2020,I
450353,1,2020,I
450354,1,2020,I
450351,1,2020,I
450352,1,2020,I
520110,1,2020,I
520310,1,2020,I
520410,1,2020,I
PARKIN,1,2020,G
520531,1,2020,I
520532,1,2020,I
520541,1,2020,I
520542,1,2020,I
520550,1,2020,I
620114,1,2020,I
500110,1,2020,I
PUBTRA,1,2020,G
530110,1,2020,I
530210,1,2020,I
530311,1,2020,I
530312,1,2020,I
530411,1,2020,I
530412,1,2020,D
530510,1,2020,I
530901,1,2020,I
530902,1,2020,I
HEALTH,1,2020,G
HLTHIN,1,2020,G
COMHLT,1,2020,G
580115,1,2020,I
BCBS,1,2020,G
580116,1,2020,I
580312,1,2020,I
580904,1,2020,I
